Trophy,Nombre,Añada,Productor,Paísdecultivo,Regióndecultivo,Categoría,Gusto,Vinificación,Tipodevino,Tipodeuva,Volumendealcohol,Acidez,Azúcarresidual,Azufre,Precioindicativo,Medalla
Asia Wine Trophy 2021,Quinta de Pancas Reserva,2017,Quinta de Pancas Vinhos SA,Portugal,Estremadura,Vino tranquilo,brut,maduración en barrica - parcialmente,tinto,"Syrah, Cabernet Sauvignon, Alicante Bouschet","14,5","4,74","0,6",26,"12,99",Gold
Asia Wine Trophy 2021,Los Noques Malbec,2015,BONETTO FRATELLI,Argentina,Mendoza,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Malbec,"14,1","5,53","2,72",121,"12,95",Gold
Asia Wine Trophy 2021,Pago de Otazu,2018,Bodega Otazu,España,Navarra,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Merlot, Cabernet Sauvignon","14,5","4,9",2,80,"21,95",Gold
Asia Wine Trophy 2021,Duca dell'Argillone,2016,Fattoria san Francesco di Iuzzolini A. & C. in a. s.,Italia,Kalabrien,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Gaglioppo,"13,98","5,76","6,18",75,15,Silver
Asia Wine Trophy 2021,Melisseo,2019,Società Agricola De Luca S.r.l.,Italia,Kalabrien,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Gaglioppo,14,"5,39","1,77",80,"6,6",Silver
Asia Wine Trophy 2021,BTT GRAN RESERVA CABERNET SAUVIGNON | SYRAH | NEBBIOLO,2019,Bodegas Tagua Tagua SPA,Chile,Valle Central,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Nebbiolo, Cabernet Sauvignon, Syrah",14,"3,37","3,53",0,"14,99",Gold
Asia Wine Trophy 2021,Domaine Charme Marsela,2019,Ningxia Wines,China,East Foot of Helan Mountain,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Marselan,"15,5","6,8","5,8",0,"78,75",Gold
Asia Wine Trophy 2021,Domaine Charme Cabernet Sauvignon,2019,Ningxia Wines,China,East Foot of Helan Mountain,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,16,"7,1","5,8",0,"61,66",Gold
Asia Wine Trophy 2021,ACANTUS,2020,Bodegas y Viñedos de la Casa del Valle SA,España,Castilla La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Cabernet Sauvignon","12,5","5,2",4,130,2,Silver
Asia Wine Trophy 2021,EL TIDON,2020,Bodegas y Viñedos de la Casa del Valle SA,España,Castilla La Mancha,Vino tranquilo,Seco,tanque de acero,tinto,"Tempranillo, Cabernet Sauvignon","12,5","5,2",4,130,2,Silver
Asia Wine Trophy 2021,Soltész Nagy-Eged Egri Kékfrankos Grand Superior,2018,Ostorosbor Zrt.,Hungría,Eger / Egri,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Kekfrankos,"13,5","5,6",2,102,"16,5",Gold
Asia Wine Trophy 2021,Tóth Ferenc Egri Bikavér 2018,2018,Egri Borvár Bortermelő Kft.,Hungría,Eger / Egri,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Pinot Noir, Cabernet Sauvignon, Merlot, Kadarka, Kekfrankos, Cabernet Franc","14,19","4,5",3,63,"7,4",Silver
Asia Wine Trophy 2021,Katogi Averoff Red,2018,Katogi Averoff,Grecia,k.A.,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Merlot, Cabernet Sauvignon, Agiorgitiko",14,"5,1",2,90,10,Gold
Asia Wine Trophy 2021,Mittelburgenland DAC,2018,Weinbau Weber,Austria,Mittelburgenland,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Blaufränkisch,14,"6,3","1,1",90,12,Gold
Asia Wine Trophy 2021,Ziyu winery Reserve Caberbet Sauvignon,2018,Ningxia Wines,China,Xinjiang Autonomous Region,Vino tranquilo,Seco,tanque de acero,tinto,Cabernet Sauvignon,16,"5,8","2,8",0,"53,63",Gold
Asia Wine Trophy 2021,Silk Road Vineyards Six-Star,2018,"Xinjiang Silk Road Winery Co.,Ltd",China,Xinjiang Autonomous Region,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Petit Verdot, Cabernet Gernischt, Cabernet Sauvignon",15,6,4,0,"78,61",Gold
Asia Wine Trophy 2021,Ziyu Winery Rerserve Cabernet Sauvignon,2016,Zika Winery Wine Co. Ltd.,China,Xinjiang Autonomous Region,Vino tranquilo,Seco,tanque de acero,tinto,Cabernet Sauvignon,15,"5,9","3,6",0,"26,68",Gold
Asia Wine Trophy 2021,Impression Gobi Yumo yaochixianjing Merlot dry red wine,2018,Changji Impression Gobi Winery Co. Ltd,China,Xinjiang Autonomous Region,Vino tranquilo,Seco,tanque de acero,tinto,"Cabernet Sauvignon, Merlot",15,"5,8","3,5",0,"22,64",Gold
Asia Wine Trophy 2021,Impression Gobi Yumo Desert´s eye Merlot dry red wine,2018,Changji Impression Gobi Winery Co. Ltd,China,Xinjiang Autonomous Region,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Cabernet Sauvignon","15,3",6,"3,2",0,"26,68",Gold
Asia Wine Trophy 2021,Silk Road Vineyards Harvest Red Dry,2018,"Xinjiang Silk Road Winery Co.,Ltd",China,Xinjiang Autonomous Region,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Petit Verdot, Merlot, Cabernet Sauvignon",15,"6,2",4,0,"74,67",Gold
Asia Wine Trophy 2021,Silk Road Vineyards Reserve Cabernet Sauvignon,2018,"Xinjiang Silk Road Winery Co.,Ltd",China,Xinjiang Autonomous Region,Vino tranquilo,Seco,No especificado,tinto,Cabernet Sauvignon,15,"6,2",4,0,"54,95",Gold
Asia Wine Trophy 2021,Feteasca Neagra / Cabernet-Sauvignon red dry wine,2017,AromintLux,Moldavia,Bulboaca,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Fetească Neagră, Cabernet Sauvignon",13,"5,3",2,65,"3,5",Silver
Asia Wine Trophy 2021,Torre Oria Señorio de Segorbe Gran Reserva,2014,"Torre Oria SLU, R.E.5570/V, ES-46390 Derramador",España,Valencia,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Tempranillo, Bobal, Cabernet Sauvignon",13,"4,8","3,96",0,"11,9",Gold
Asia Wine Trophy 2021,M5,2017,Weingut Haider Thomas,Austria,Burgenland,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Malbec,"14,7","4,5","2,8",106,25,Gold
Asia Wine Trophy 2021,Nittnaus - Heideboden Premium,2018,Gebrüder Nittnaus Gols GmbH,Austria,Burgenland,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Merlot, Blaufränkisch, Zweigelt, Cabernet Sauvignon","13,5","4,7","2,8",133,10,Gold
Asia Wine Trophy 2021,Zweiglas,2019,Münzenrieder Wein GmbH,Austria,Burgenland,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Zweigelt, Cabernet Franc, Merlot",14,"4,7","1,2",104,29,Gold
Asia Wine Trophy 2021,Cabernet Sauvignon Reserve,2015,Vinia Traian,Moldavia,Cahul,Vino tranquilo,Seco,tanque de acero,tinto,Cabernet Sauvignon,"13,2","5,3","2,2",73,5,Gold
Asia Wine Trophy 2021,Dúzsi 71 cuvée,2015,Dúzsi Tamás és Családja Szegzárdi borászati Kft.,Hungría,South Pannon :Szekszárd,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Franc, Cabernet Sauvignon","13,5","5,1","2,2",49,30,Gold
Asia Wine Trophy 2021,Luis Felipe Edwards Lastarria Carmenère Reserva,2019,Luis Felipe Edwards,Chile,Valle Central,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Carmenère,14,"5,08","2,17",0,"9,9",Gold
Asia Wine Trophy 2021,Luis Felipe Edwards Lastarria Cabernet Sauvignon Reserva,2019,Luis Felipe Edwards,Chile,Valle Central,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Cabernet Sauvignon,14,"4,9","3,22",0,"9,9",Gold
Asia Wine Trophy 2021,Steigler Kékfrankos premium (Blaufränkisch),2019,Alpen-Trade Kft. (Steigler Pince),Hungría,Sopron(-i),Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Kekfrankos,"13,5","5,1","1,1",32,"11,7",Silver
Asia Wine Trophy 2021,Zweigelt Selektion,2018,Weingut Roth,Austria,Neusiedlersee,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Zweigelt,14,"5,6","1,4",45,"14,5",Gold
Asia Wine Trophy 2021,Zweigelt Neusiedlersee DAC,2019,Münzenrieder Wein GmbH,Austria,Neusiedlersee,Vino tranquilo,Seco,tanque de acero,tinto,Zweigelt,"13,5","4,4","4,4",90,"6,5",Gold
Asia Wine Trophy 2021,Zweigelt,2019,Privatkellerei Christian und Raimund Burda GmbH,Austria,Neusiedlersee,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Zweigelt,13,"4,7","1,4",95,"6,1",Silver
Asia Wine Trophy 2021,Black Berry,sin añada,Weinbau Fam. Ramberger,Austria,Thermenregion,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Sankt Laurent, Zweigelt","14,6","5,2",1,71,"8,1",Gold
Asia Wine Trophy 2021,Terras de Viriato Reserva,2014,Caves Campelo S.A.,Portugal,Dão,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Alfrocheiro, Jaen, Tinta Roriz, Touriga Nacional",13,"6,03",1,110,"5,99",Gold
Asia Wine Trophy 2021,Fonte do Ouro Reserva,2018,"Sociedade Agrícola Boas Quintas , Lda",Portugal,Dão,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Alfrocheiro, Jaen, Touriga Nacional, Tinta Roriz","13,5","5,9","2,7",117,"10,99",Gold
Asia Wine Trophy 2021,Fonte do Ouro Grande Reserva,2017,"Sociedade Agrícola Boas Quintas , Lda",Portugal,Dão,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Jaen, Touriga Nacional, Tinta Roriz","13,5","5,6",2,119,32,Gold
Asia Wine Trophy 2021,Herdade de Gâmbia,2020,"Sociedade Agrícola Boas Quintas , Lda",Portugal,Dão,Vino tranquilo,Seco,tanque de acero,tinto,"Aragonez, Touriga Nacional, Syrah","13,5","5,6","4,9",74,"5,99",Gold
Asia Wine Trophy 2021,Kúria Red,2018,Etyeki Kúria Borgazdaság Kft.,Hungría,Dunántuli,Vino tranquilo,Seco,tanque de acero,tinto,"Pinot Noir, Merlot, Kekfrankos","13,68","5,3","2,4",73,"9,6",Gold
Asia Wine Trophy 2021,Balloon Nero d'Avola Appassito,2020,"Casa Vinicola Botter SPA, Via Cadorna 17, IT-30020 Fossalta di Piave (VE)",Italia,Sizilien,Vino tranquilo,Semi seco,tanque de acero,tinto,Nero d´Avola,"13,5","5,9",10,0,"10,9",Gold
Asia Wine Trophy 2021,NeroOro Nero d'Avola Appassimento Sicilia DOC,2020,The Wine People,Italia,Sizilien,Vino tranquilo,Seco,tanque de acero,tinto,Nero d´Avola,14,"6,2","7,8",100,9,Gold
Asia Wine Trophy 2021,Baglio Mancini Terre Siciliane Rosso Appassite,2019,IT-7763 (SI),Italia,Sizilien,Vino tranquilo,Seco,tanque de acero,tinto,"Merlot, Syrah, Cabernet Sauvignon",14,11,"5,6",0,"12,5",Gold
Asia Wine Trophy 2021,"Bodri Szekszárdi Bikavér ""DŰLŐ"" Selection 2018.",2018,Bodri Winery,Hungría,Szekszárd(-i),Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Merlot, Kadarka, Cabernet Franc, Kekfrankos, Cabernet Sauvignon","0,13","5,6","2,2",113,11,Silver
Asia Wine Trophy 2021,"Szeleshát ""Oroszlán"" Cuvée",2017,Szeleshát Borászat Kft.,Hungría,Szekszárd(-i),Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Kekfrankos, Pinot Noir, Cabernet Sauvignon, Merlot","14,5","5,5","1,6",158,12,Silver
Asia Wine Trophy 2021,Rosalia DAC Blaufränkisch,2020,Weingut Alfred Fischer,Austria,Rosalia,Vino tranquilo,Seco,tanque de acero,tinto,Blaufränkisch,"13,3","4,8","3,5",90,"8,5",Gold
Asia Wine Trophy 2021,Cabernet Sauvignon - Franc 2017,2017,Katona Borház Kft.,Hungría,Balatonboglár(-i),Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Franc, Cabernet Sauvignon",14,"5,3","0,8",120,10,Gold
Asia Wine Trophy 2021,Masterstroke Cabernet Sauvignon,2019,Wakefield Taylors Wines,Australia,Coonawarra - South Australia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Cabernet Sauvignon,"14,5","0,65","0,5","0,96",40,Gold
Asia Wine Trophy 2021,GRANDIOSA,2020,Vins Biecher,Argentina,Mendoza,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Malbec,"13,5","3,6","7,5",137,10,Gold
Asia Wine Trophy 2021,Masterstroke Shiraz,2019,Wakefield Taylors Wines,Australia,McLaren Vale - South Australia,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Shiraz,"14,5","0,59","1,51",99,40,Gold
Asia Wine Trophy 2021,Duca Taro Primitivo IGT,2020,Keumyang International,Italia,,Vino tranquilo,Seco,No especificado,tinto,Primitivo,15,0,0,0,No especificado,Gold
Asia Wine Trophy 2021,Matteo Bernabei The Blend Rosso,2018,"Riolite Vini SRL c/o Rossetti Vini SRL, Via Mascagni 15/17a, IT-50050 Bassa/Cerreto Guidi (FI)",Italia,,Vino tranquilo,Semi seco,maduración en barrica - 100%,tinto,"Sangiovese, Nero d´Avola, Corvina",14,"5,65",13,0,"14,9",Gold
Asia Wine Trophy 2021,Due Sorsi Appassimento,2019,"Barbanera SRL, Via del Palazzone 4, IT-53040 Cetona (SI)",Italia,,Vino tranquilo,Semi seco,tanque de acero,tinto,"Primitivo, Negroamaro",15,"9,5","6,1",0,"12,5",Gold
Asia Wine Trophy 2021,Ogyeri Ice Wine,2019,Ogyeri Winery,South Korea,,Vino tranquilo,dulce,No especificado,tinto,Muscat Bailey A,0,0,0,0,No especificado,Gold
Asia Wine Trophy 2021,Val moreira Reserva Tinto,2018,Multiwines,Portugal,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Tinta Roriz, Souzao, Touriga Franca, Touriga Nacional","14,5","5,8","0,9",4,30,Gold
Asia Wine Trophy 2021,Pleno crianza Oyes,2017,Bodegas Príncipe de Viana,España,,Vino tranquilo,Seco,tanque de acero,tinto,"Garnacha, Syrah",14,"5,2",4,102,21,Gold
Asia Wine Trophy 2021,"Chappellet, Signature, Cabernet Souvignon",2018,Wine2U,Estados Unidos,,Vino tranquilo,Seco,No especificado,tinto,"Malbec, Cabernet Sauvignon, Petit Verdot","14,5",0,0,0,No especificado,Silver
Asia Wine Trophy 2021,IL Pumo Negroamaro Salento IGP,2020,Keumyang International,Italia,,Vino tranquilo,Seco,No especificado,tinto,Negroamaro,"13,5",0,0,0,No especificado,Gold
Asia Wine Trophy 2021,Casa Relvas SAFA Tinto,2019,"Casa Relvas LDA, Herdade São Miguel, PT-7170-999 Redondo",Portugal,,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Touriga Nacional, Aragonez, Alicante Bouschet","13,5","4,6","5,2",0,"9,9",Gold
Asia Wine Trophy 2021,Barolo Del Comune di Monforte d'Alba - I Colli Rossi,2017,Casa Vinicola Natale Verga SpA,Italia,,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nebbiolo,"14,45","5,6",2,100,20,Gold
Asia Wine Trophy 2021,VENTA DEL PUERTO Nº 9,2016,Anecoop,España,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Tempranillo,14,"5,2",4,100,6,Silver
Asia Wine Trophy 2021,Lupo Meraviglia Tre di Tre Rosso Puglia IGT,2020,Botter Spa,Italia,,Vino tranquilo,semi-dry,tanque de acero,tinto,"Negroamaro Precoce, Montepulciano, Merlot","14,6",6,12,132,"9,79",Gold
Asia Wine Trophy 2021,Violet,2020,Anecoop,España,,Vino tranquilo,Seco,tanque de acero,tinto,Garnacha,"14,5","5,4","1,6",95,12,Silver
Asia Wine Trophy 2021,Ciel we Red,sin añada,We Winery,South Korea,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Muscat Bailey A,0,0,0,0,No especificado,Silver
Asia Wine Trophy 2021,Radacini Reserve,2016,Radacini Wines S.R.L.,Moldavia,,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Cabernet Sauvignon, Merlot",13,"4,9","2,7",124,10,Gold
Asia Wine Trophy 2021,NAPA CELLAR RESERVE COLLECTION PINOT NOIR,2017,Keumyang International,Estados Unidos,,Vino tranquilo,Seco,No especificado,tinto,Pinot Noir,"14,5",0,0,0,No especificado,Gold
Asia Wine Trophy 2021,3 IN ONE,2019,Anecoop,España,,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Syrah, Tintorera, Tempranillo","13,5","5,5",4,100,15,Gold
Asia Wine Trophy 2021,Duca Taro Primitivo Di Manduria DOP,2019,Keumyang International,Italia,,Vino tranquilo,Seco,No especificado,tinto,Primitivo,"14,5",0,0,0,No especificado,Gold
Asia Wine Trophy 2021,Altitude 585,2016,Barkan Wine Cellars ltd.,Israel,Upper Galilee,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,"13,79","5,31","2,9","119,2","28,5",Gold
Asia Wine Trophy 2021,Altitude 720,2016,Barkan Wine Cellars ltd.,Israel,Upper Galilee,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,"13,9","5,16","2,4",122,"28,5",Gold
Asia Wine Trophy 2021,Barkan Superieur,2016,Barkan Wine Cellars ltd.,Israel,Upper Galilee,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Cabernet Sauvignon, Petit Verdot","13,83","5,3","2,3","118,6",63,Grand Gold
Asia Wine Trophy 2021,Altitude 624,2016,Barkan Wine Cellars ltd.,Israel,Upper Galilee,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,Cabernet Sauvignon,"13,85","5,16","3,1",117,"28,5",Grand Gold
Asia Wine Trophy 2021,CAVE DE FONTES Prieuré Saint-Hippolyte,2020,SCAV La Fontésole,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,tanque de acero,tinto,"Syrah, Grenache","13,5",3,"1,5",100,"4,8",Gold
Asia Wine Trophy 2021,LE GRAND NOIR GSM,2019,Keumyang International,Francia,Languedoc-Roussillon,Vino tranquilo,Seco,No especificado,tinto,"Grenache, Mourvedre, Syrah","13,5",0,0,0,No especificado,Gold
Asia Wine Trophy 2021,ROSU DOMNESC,2017,Vinaria Dac SRL,Moldavia,Codru,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Fetească Neagră, Merlot, Cabernet Sauvignon","14,23","5,2","1,8",51,6,Gold
Asia Wine Trophy 2021,Negre de Milestii Mici,2011,SE QWC Milestii Mici,Moldavia,Codru,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Pinot Noir, Cabernet Sauvignon, Merlot",13,"5,1","1,7",138,"11,93",Gold
Asia Wine Trophy 2021,"Feteasca Neagra- Merlot-Syrah red dry wine,Penumbra",2018,FCP ASCONI SRL,Moldavia,Codru,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Syrah, Fetească Neagră, Merlot",14,"5,4","3,2",110,22,Gold
Asia Wine Trophy 2021,LEUL & LUNA Cabernet Sauvignon Merlot Saperavi,2016,Vinaria Hincesti SRL,Moldavia,Codru,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Saperavi, Cabernet Sauvignon, Merlot","14,1","5,1","3,9",115,"8,1",Gold
Asia Wine Trophy 2021,Albero Vecchio Governo,2019,"Barbanera SRL, Via del Palazzone 4, IT-53040 Cetona (SI)",Italia,Toscana,Vino tranquilo,Seco,tanque de acero,tinto,Cuvée,"13,5","11,5","5,8",0,"13,5",Gold
Asia Wine Trophy 2021,Poggio Petroso Governo all'Uso Toscano,2019,Paladin - Bosco del Merlo,Italia,Toscana,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Sangiovese, Syrah","13,5","5,6",8,115,16,Gold
Asia Wine Trophy 2021,Csanád Cuvée,2015,VinArt Winery,Hungría,Villány(-i),Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Merlot, Cabernet Franc, Cabernet Sauvignon","13,8","5,9","1,1",0,"25,3",Gold
Asia Wine Trophy 2021,Villányi VESPER,2017,Csanyi Pinceszet Zrt.,Hungría,Villány(-i),Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Kekfrankos, Cabernet Sauvignon, Merlot","13,95","5,1","1,7",80,25,Silver
Asia Wine Trophy 2021,"Quid Pro Quo Reserva, Red, 2018",2018,Casa Santos Lima,Portugal,Alentejo,Vino tranquilo,extra seco,maduración en barrica - 100%,tinto,"Petit Verdot, Touriga Nacional","14,5","5,9","2,8",45,13,Gold
Asia Wine Trophy 2021,Negre,2017,Fautor Winery,Moldavia,Valul lui Traian,Vino tranquilo,Seco,maduración en barrica - 100%,tinto,"Fetească Neagră, Rara neagra","14,5","5,5",4,65,21,Gold
Asia Wine Trophy 2021,Feteasca Neagra Rara Neagra,2018,SA Vinuri de Comrat,Moldavia,Valul lui Traian,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Fetească Neagră, Rara neagra","13,5","5,6","2,6",90,15,Gold
Asia Wine Trophy 2021,Dor Rara Neagra & Cabernet Sauvignon,2019,Vinaria Bostavan SRL,Moldavia,Valul lui Traian,Vino tranquilo,Seco,tanque de acero,tinto,"Rara neagra, Saperavi",13,"5,1","2,5",140,"2,2",Gold
Asia Wine Trophy 2021,FETEASCA NEAGRA & MALBEC,2017,FVSM DOMENIILE DAVIDESCU,Moldavia,Valul lui Traian,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,"Fetească Neagră, Malbec","13,24","5,1","1,5",136,7,Silver
Asia Wine Trophy 2021,Vin Virgin,2017,"CV ""Cricova"" S.A.",Moldavia,Valul lui Traian,Vino tranquilo,Seco,maduración en barrica - parcialmente,tinto,Merlot,"13,9","5,6","3,8",133,"9,5",Gold
Asia Wine Trophy 2021,Granbello Primitivo,2020,"OSM, Via Regina Margherita 149, IT-74020 San Marzano di San Giuseppe (TA)",Italia,Apulien,Vino tranquilo,Semi seco,tanque de acero,tinto,Primitivo,"12,5","6,5","8,5",0,"9,9",Gold
Asia Wine Trophy 2021,Saponaro Negroamaro Primitivo,2019,ICQRF BR/4495/IT per conto di TG SRL - 72015 Fasano (BR) Italia,Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,"Negroamaro, Primitivo",0,0,0,0,"10,9",Gold
Asia Wine Trophy 2021,Granbello Negroamaro Primitivo,2020,"O.S.M. ICQRF TA/64, IT-74020 San Marzano di San Giuseppe (TA)",Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,"Primitivo, Negroamaro","12,5","6,5","8,5",0,"9,9",Gold
Asia Wine Trophy 2021,Piuma Primitivo di Manduria,2019,"Produttori di Manduria, Via Fabio Massimo 19, IT-74024 Manduria (TA)",Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,14,"6,9","8,6",0,"12,9",Gold
Asia Wine Trophy 2021,Rocca Vini Duchetti Nero di Troia,2020,"Angelo Rocca & Figli SRL, IT-20864 Agrate Brianza",Italia,Apulien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,Nero di Troia,14,"5,6","7,5",0,"9,9",Gold
Asia Wine Trophy 2021,Integro Primitivo Puglia IGP,2020,The Wine People,Italia,Apulien,Vino tranquilo,Semi seco,tanque de acero,tinto,Primitivo,14,"6,2",10,100,"8,5",Gold
Asia Wine Trophy 2021,Cantine San Marzano Tondoro Primitivo,2020,"Cantine San Marzano, Via Monsignor Bello 9, IT-74020 San Marzano di San Giuseppe (TA)",Italia,Apulien,Vino tranquilo,Seco,tanque de acero,tinto,Primitivo,"12,5","6,2","8,1",0,"9,9",Gold
Asia Wine Trophy 2021,Tinazzi - Opera N°3,2019,Tinazzi,Italia,Apulien,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Sangiovese, Primitivo, Negroamaro",15,"6,1","3,5",105,20,Gold
Asia Wine Trophy 2021,"Ca'de Rocchi - Cabernet Sauvignon/Merlot ""Dugal""",2019,Tinazzi,Italia,Veneto,Vino tranquilo,Seco,maduración en barrica de madera,tinto,"Cabernet Sauvignon, Merlot",14,"5,85","4,5",115,11,Gold
Asia Wine Trophy 2021,NERO PERSO Rosso Passito Veneto IGT,2019,Enoitalia,Italia,Veneto,Vino tranquilo,Seco,tanque de acero,tinto,"Rondinella, Corvina, Merlot",15,"5,6","5,5",168,12,Grand Gold
